商家編號,商家名稱 (單位: min),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
59,麥當勞 公館店,2.25 ,4.25 ,3.00 ,8.75 ,9.00 ,0.75 ,2.75 ,3.00 ,3.75 ,3.75 ,1.75 ,4.25 ,1.50 ,2.50 ,2.00 ,3.75 ,5.75 ,7.25 ,7.50 ,6.25 ,2.25 ,2.50 ,4.25 ,2.00 ,2.75 ,2.50 ,4.00 ,1.25 ,7.00 ,7.75 ,3.75 ,3.25 ,4.25 ,4.50 ,7.00 ,5.00 ,4.75 ,4.50 ,5.00 ,5.25 ,4.00 ,7.50 ,5.75 ,7.00 ,8.50 ,7.75 ,7.25 ,6.00 ,7.00 ,5.50 ,7.25 ,5.75 ,5.50 ,6.25 ,6.25 ,8.25 ,7.75 ,7.75 ,0.00 ,0.50 ,0.75 ,0.50 ,1.00 ,2.00 ,7.75 ,1.75 ,5.75 ,1.00 ,0.25 ,2.75 ,1.00 ,1.00 ,0.50 ,2.00 ,0.50 
60,鴉片粉圓,2.50 ,4.25 ,2.25 ,9.00 ,9.25 ,1.25 ,3.00 ,3.00 ,3.75 ,3.75 ,2.25 ,4.00 ,1.50 ,2.50 ,2.00 ,3.75 ,1.50 ,7.75 ,7.25 ,6.00 ,2.00 ,2.25 ,4.00 ,2.00 ,2.50 ,2.50 ,3.75 ,1.25 ,7.25 ,7.50 ,4.00 ,3.75 ,4.50 ,4.75 ,7.25 ,5.00 ,4.75 ,4.50 ,4.75 ,5.00 ,4.00 ,7.50 ,5.75 ,7.25 ,9.00 ,8.25 ,7.75 ,6.50 ,7.50 ,6.00 ,7.25 ,5.75 ,5.75 ,6.75 ,6.50 ,8.75 ,8.25 ,8.25 ,0.50 ,0.00 ,1.00 ,1.00 ,0.75 ,1.50 ,7.50 ,1.50 ,5.75 ,0.50 ,0.50 ,3.00 ,1.00 ,1.00 ,0.75 ,1.50 ,0.50 
61,墨洋拉麵,1.50 ,3.50 ,2.50 ,9.50 ,9.50 ,1.25 ,3.25 ,3.50 ,4.00 ,4.00 ,2.00 ,5.00 ,2.50 ,3.25 ,2.75 ,4.50 ,6.50 ,7.50 ,8.25 ,7.00 ,3.00 ,3.25 ,5.00 ,3.00 ,3.50 ,3.25 ,4.75 ,2.00 ,7.00 ,8.00 ,3.50 ,3.00 ,4.25 ,4.50 ,7.00 ,6.00 ,5.50 ,5.25 ,5.75 ,6.00 ,4.75 ,8.50 ,6.75 ,7.00 ,8.75 ,8.00 ,7.50 ,6.50 ,7.50 ,6.00 ,7.50 ,6.75 ,5.75 ,6.50 ,6.50 ,8.50 ,8.00 ,8.00 ,0.75 ,1.00 ,0.00 ,0.25 ,1.50 ,2.25 ,8.50 ,2.25 ,6.75 ,1.25 ,0.50 ,2.25 ,0.25 ,0.25 ,0.75 ,2.25 ,1.50 
62,茗香園冰室 - 公館店,1.75 ,3.75 ,3.75 ,9.00 ,9.25 ,1.00 ,3.00 ,3.25 ,3.75 ,3.75 ,1.75 ,4.75 ,2.25 ,3.00 ,2.50 ,4.50 ,6.25 ,7.25 ,8.00 ,6.75 ,2.75 ,3.00 ,4.75 ,2.75 ,3.25 ,3.25 ,4.50 ,2.00 ,7.00 ,7.75 ,3.25 ,2.75 ,4.00 ,4.25 ,7.00 ,5.75 ,5.50 ,5.00 ,5.50 ,5.75 ,4.50 ,8.25 ,6.50 ,7.00 ,8.50 ,7.75 ,7.25 ,6.25 ,7.25 ,5.75 ,7.25 ,6.50 ,5.50 ,6.25 ,6.25 ,8.25 ,7.75 ,7.75 ,0.50 ,1.00 ,0.25 ,0.00 ,1.50 ,2.50 ,8.25 ,2.25 ,6.50 ,1.25 ,0.75 ,2.25 ,0.50 ,0.50 ,0.75 ,2.50 ,1.25 
63,炸手指,3.00 ,4.75 ,3.75 ,9.50 ,9.75 ,2.00 ,3.25 ,2.50 ,3.00 ,3.25 ,2.00 ,3.50 ,0.75 ,1.75 ,1.25 ,3.00 ,5.00 ,7.50 ,6.75 ,5.50 ,1.50 ,1.75 ,3.50 ,1.50 ,2.00 ,2.00 ,3.25 ,0.50 ,7.25 ,7.00 ,4.50 ,4.00 ,4.50 ,4.75 ,7.25 ,4.50 ,4.00 ,3.75 ,4.25 ,4.25 ,3.25 ,7.00 ,5.00 ,7.25 ,8.75 ,8.00 ,7.50 ,6.25 ,7.25 ,5.75 ,6.50 ,5.00 ,5.50 ,6.25 ,6.25 ,8.50 ,8.25 ,8.00 ,1.00 ,0.75 ,1.50 ,1.50 ,0.00 ,1.00 ,7.00 ,1.00 ,5.25 ,0.50 ,1.00 ,3.50 ,1.75 ,1.50 ,1.25 ,1.25 ,0.50 
64,Mr. 雪腐 公館店,3.75 ,5.50 ,4.50 ,10.25 ,10.50 ,2.75 ,4.00 ,3.25 ,3.75 ,4.00 ,3.00 ,3.25 ,1.50 ,2.50 ,2.00 ,2.75 ,4.75 ,8.50 ,7.50 ,6.25 ,2.00 ,2.25 ,3.50 ,2.00 ,2.50 ,2.50 ,3.75 ,1.25 ,8.00 ,7.75 ,5.25 ,5.00 ,5.25 ,5.50 ,8.00 ,4.00 ,4.25 ,3.50 ,3.75 ,4.00 ,3.00 ,7.50 ,5.50 ,8.00 ,9.50 ,9.00 ,8.25 ,7.00 ,8.00 ,6.50 ,7.25 ,4.75 ,6.25 ,7.00 ,7.00 ,9.50 ,9.00 ,9.00 ,2.00 ,1.50 ,2.25 ,2.50 ,1.00 ,0.00 ,6.50 ,1.50 ,4.75 ,1.00 ,1.75 ,4.25 ,2.25 ,2.25 ,2.00 ,0.25 ,1.25 
65,酮伴咖啡 Ketoer Cafe,10.00 ,12.00 ,10.75 ,13.25 ,13.75 ,8.25 ,9.00 ,8.00 ,8.50 ,9.00 ,8.50 ,3.50 ,6.75 ,6.00 ,6.25 ,4.00 ,2.00 ,10.75 ,8.50 ,7.25 ,6.50 ,6.50 ,5.50 ,6.75 ,6.75 ,6.75 ,6.25 ,6.75 ,10.00 ,8.75 ,10.75 ,10.50 ,10.50 ,10.75 ,11.75 ,3.00 ,4.75 ,4.25 ,4.25 ,4.00 ,4.50 ,8.00 ,4.25 ,12.75 ,13.25 ,12.50 ,9.75 ,8.75 ,9.25 ,9.00 ,8.25 ,3.75 ,9.50 ,8.50 ,8.75 ,13.25 ,11.00 ,10.50 ,7.75 ,7.50 ,8.50 ,8.25 ,7.00 ,6.50 ,0.00 ,8.00 ,2.00 ,7.25 ,8.00 ,10.50 ,8.50 ,8.50 ,8.25 ,6.50 ,7.00 
66,水源會館 公館店,3.50 ,5.50 ,4.25 ,10.50 ,10.75 ,2.75 ,4.25 ,3.50 ,4.00 ,4.25 ,3.00 ,4.50 ,1.75 ,2.75 ,2.25 ,4.00 ,6.00 ,8.50 ,7.75 ,6.50 ,2.50 ,2.75 ,4.50 ,2.50 ,3.00 ,3.00 ,4.25 ,1.50 ,8.25 ,8.00 ,5.50 ,5.00 ,5.50 ,5.75 ,8.25 ,5.50 ,5.00 ,4.75 ,5.25 ,5.25 ,4.25 ,8.00 ,6.00 ,8.25 ,9.75 ,9.00 ,8.50 ,7.25 ,8.25 ,6.75 ,7.75 ,6.00 ,6.50 ,7.25 ,7.25 ,9.50 ,9.25 ,9.00 ,1.75 ,1.50 ,2.25 ,2.25 ,1.00 ,1.50 ,8.00 ,0.00 ,6.25 ,1.00 ,1.75 ,3.25 ,2.25 ,2.25 ,1.75 ,1.50 ,1.25 
67,夏慕尼新香榭鐵板燒 台北南昌店,8.25 ,10.00 ,9.00 ,12.50 ,13.00 ,6.75 ,7.50 ,6.50 ,6.75 ,7.25 ,7.00 ,2.25 ,5.00 ,4.50 ,4.50 ,2.50 ,1.25 ,10.00 ,7.75 ,6.50 ,5.00 ,5.00 ,4.25 ,5.25 ,5.25 ,5.25 ,5.25 ,5.25 ,9.25 ,8.00 ,9.25 ,9.00 ,9.00 ,9.25 ,11.00 ,2.25 ,4.00 ,3.00 ,3.50 ,3.25 ,3.00 ,8.00 ,4.75 ,11.25 ,12.50 ,12.00 ,9.00 ,8.00 ,8.50 ,8.25 ,7.75 ,3.25 ,8.50 ,7.75 ,8.00 ,12.50 ,10.25 ,9.75 ,5.75 ,5.75 ,6.75 ,6.50 ,5.25 ,4.75 ,2.00 ,6.25 ,0.00 ,5.50 ,6.25 ,8.50 ,6.75 ,6.75 ,6.25 ,4.75 ,5.25 
68,馬辣頂級麻辣鴛鴦火鍋,2.50 ,4.50 ,3.25 ,9.50 ,9.75 ,1.75 ,3.50 ,3.00 ,3.50 ,3.75 ,2.50 ,4.00 ,1.50 ,2.25 ,1.75 ,3.50 ,5.50 ,7.50 ,7.25 ,6.00 ,2.00 ,2.25 ,4.00 ,2.00 ,2.50 ,2.50 ,3.75 ,1.00 ,7.75 ,7.50 ,4.50 ,4.00 ,5.00 ,5.25 ,7.75 ,5.00 ,4.50 ,4.25 ,4.75 ,5.00 ,3.75 ,7.50 ,5.50 ,7.75 ,9.25 ,8.75 ,8.00 ,6.75 ,7.75 ,6.25 ,7.00 ,5.75 ,6.00 ,6.75 ,6.75 ,9.25 ,7.00 ,7.25 ,1.00 ,0.50 ,1.25 ,1.25 ,0.50 ,1.00 ,7.25 ,1.00 ,5.50 ,0.00 ,0.75 ,3.25 ,1.25 ,1.25 ,0.75 ,1.25 ,0.50 
69,喫尤平價鐵板燒 - 公館店,2.00 ,4.00 ,2.75 ,9.00 ,9.25 ,1.00 ,3.00 ,3.25 ,4.00 ,3.75 ,1.75 ,4.25 ,1.75 ,2.75 ,2.25 ,4.00 ,6.00 ,7.50 ,7.75 ,6.50 ,2.50 ,2.75 ,4.25 ,2.25 ,2.75 ,2.75 ,4.25 ,1.50 ,7.00 ,7.75 ,3.75 ,3.50 ,4.25 ,4.50 ,7.00 ,5.25 ,5.00 ,4.50 ,5.00 ,5.25 ,4.25 ,7.75 ,6.00 ,7.00 ,8.75 ,8.00 ,7.50 ,6.25 ,7.25 ,5.75 ,7.50 ,6.00 ,5.50 ,6.50 ,6.25 ,8.50 ,8.00 ,8.00 ,0.25 ,0.50 ,0.50 ,0.75 ,1.00 ,1.75 ,8.00 ,1.75 ,6.25 ,0.75 ,0.00 ,2.50 ,0.75 ,0.50 ,0.25 ,1.75 ,1.00 
70,尖蚪,2.75 ,4.50 ,3.50 ,10.75 ,11.00 ,2.50 ,5.25 ,5.25 ,5.75 ,5.75 ,3.75 ,7.00 ,4.25 ,5.25 ,4.75 ,6.50 ,8.50 ,8.75 ,10.25 ,9.00 ,5.00 ,5.25 ,7.00 ,4.75 ,5.50 ,5.25 ,6.75 ,4.00 ,8.25 ,9.50 ,4.75 ,4.25 ,5.50 ,5.75 ,8.25 ,7.75 ,7.50 ,7.25 ,7.75 ,7.75 ,6.75 ,10.50 ,8.50 ,8.50 ,10.00 ,9.25 ,8.75 ,8.00 ,9.00 ,7.50 ,9.25 ,8.50 ,7.25 ,8.00 ,8.00 ,9.75 ,9.25 ,9.25 ,2.75 ,3.00 ,2.25 ,2.25 ,3.50 ,4.25 ,10.50 ,3.25 ,8.50 ,3.25 ,2.50 ,0.00 ,2.00 ,2.00 ,2.75 ,4.50 ,3.50 
71,三媽臭臭鍋,1.25 ,3.25 ,2.00 ,1.75 ,2.00 ,1.25 ,3.50 ,3.75 ,4.25 ,4.25 ,2.25 ,5.00 ,2.50 ,3.25 ,2.75 ,4.75 ,6.50 ,7.25 ,8.50 ,7.00 ,3.00 ,3.25 ,5.00 ,3.00 ,3.50 ,3.50 ,4.75 ,2.25 ,7.00 ,8.25 ,3.25 ,3.00 ,4.00 ,4.25 ,7.00 ,6.00 ,5.75 ,5.25 ,5.75 ,6.00 ,4.75 ,8.50 ,6.75 ,7.00 ,8.50 ,8.00 ,7.50 ,6.50 ,7.50 ,6.00 ,7.75 ,6.75 ,6.00 ,6.75 ,6.75 ,14.00 ,8.00 ,7.75 ,1.00 ,1.00 ,0.25 ,0.50 ,1.75 ,2.25 ,8.50 ,2.25 ,6.75 ,1.25 ,0.75 ,2.00 ,0.00 ,0.25 ,0.75 ,2.50 ,1.50 
72,鍋in百元風味火鍋,1.50 ,3.25 ,2.25 ,9.50 ,9.50 ,1.25 ,3.50 ,3.50 ,4.25 ,4.00 ,2.00 ,5.00 ,2.25 ,3.25 ,2.75 ,4.50 ,6.50 ,7.50 ,8.25 ,7.00 ,3.00 ,3.25 ,5.00 ,3.00 ,3.50 ,3.25 ,4.75 ,2.00 ,7.00 ,8.00 ,3.50 ,3.00 ,4.25 ,4.50 ,7.00 ,6.00 ,5.50 ,5.25 ,5.75 ,5.75 ,4.75 ,8.50 ,6.50 ,7.00 ,8.75 ,8.00 ,7.50 ,6.50 ,7.50 ,6.00 ,7.75 ,6.50 ,5.75 ,6.75 ,6.50 ,8.50 ,8.00 ,8.00 ,1.00 ,1.00 ,0.25 ,0.50 ,1.50 ,2.25 ,8.50 ,2.25 ,6.75 ,1.25 ,0.50 ,2.00 ,0.25 ,0.00 ,0.50 ,2.50 ,1.50 
73,土司吐司 ToasToasT（公館店）,2.00 ,4.00 ,2.75 ,9.00 ,9.25 ,1.25 ,3.00 ,3.50 ,4.00 ,4.00 ,2.00 ,4.75 ,2.00 ,3.00 ,2.50 ,4.25 ,6.25 ,7.50 ,8.00 ,6.75 ,2.75 ,3.00 ,4.75 ,2.75 ,3.25 ,3.00 ,4.50 ,1.75 ,7.25 ,8.00 ,3.75 ,3.50 ,4.50 ,4.75 ,7.25 ,5.75 ,5.25 ,5.00 ,5.50 ,5.75 ,4.50 ,8.25 ,6.25 ,7.25 ,8.75 ,8.00 ,7.75 ,6.25 ,7.25 ,5.75 ,7.50 ,6.25 ,5.75 ,6.50 ,6.50 ,8.50 ,8.25 ,8.00 ,0.50 ,0.75 ,0.75 ,0.75 ,1.25 ,2.00 ,8.25 ,1.75 ,6.25 ,0.75 ,0.25 ,2.75 ,0.75 ,0.50 ,0.00 ,2.00 ,1.25 
74,El Sabroso Me0ican Food,3.75 ,5.75 ,4.50 ,10.50 ,10.75 ,2.75 ,4.25 ,3.50 ,4.25 ,4.25 ,3.25 ,3.25 ,1.75 ,2.50 ,2.25 ,2.75 ,4.75 ,8.75 ,7.75 ,6.50 ,2.50 ,2.75 ,3.50 ,2.50 ,3.00 ,2.75 ,4.25 ,1.50 ,8.25 ,8.00 ,5.50 ,5.25 ,5.50 ,5.75 ,8.25 ,4.00 ,4.00 ,3.25 ,4.00 ,4.00 ,3.00 ,7.75 ,5.25 ,8.25 ,9.75 ,9.25 ,8.75 ,7.25 ,8.25 ,6.75 ,7.50 ,4.75 ,6.50 ,7.50 ,7.25 ,9.75 ,9.25 ,9.25 ,2.00 ,1.50 ,2.25 ,2.50 ,1.25 ,0.25 ,6.50 ,1.50 ,4.75 ,1.25 ,1.75 ,4.50 ,2.50 ,2.50 ,2.00 ,0.00 ,1.50 
75,Starbucks星巴克 公館店,3.00 ,4.75 ,3.75 ,9.25 ,9.50 ,1.50 ,3.25 ,2.50 ,3.25 ,3.25 ,2.25 ,3.50 ,1.00 ,2.00 ,1.50 ,3.25 ,5.00 ,7.75 ,6.75 ,5.50 ,1.50 ,1.75 ,3.50 ,1.50 ,2.00 ,2.00 ,3.25 ,0.75 ,7.25 ,7.00 ,4.25 ,3.75 ,4.50 ,4.75 ,7.25 ,4.50 ,4.25 ,4.00 ,4.25 ,4.50 ,3.50 ,7.00 ,5.25 ,7.25 ,8.75 ,8.25 ,7.75 ,6.25 ,7.25 ,5.75 ,6.50 ,5.25 ,5.50 ,6.50 ,6.25 ,8.75 ,8.25 ,8.25 ,0.50 ,0.50 ,1.50 ,1.25 ,0.50 ,1.25 ,7.00 ,1.25 ,5.25 ,0.50 ,1.00 ,3.50 ,1.50 ,1.50 ,1.25 ,1.50 ,0.00 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
